product_id,sku,name,category,description,handle,status,base_price,price_usd,primary_image,total_variants,stripe_status,created_at,updated_date,gallery_urls,gallery_count,image_status,meta_title,meta_description,search_keywords,tags,gallery_all_images,all_images,name_key_norm,created_at_dt
d95d8861-2c27-4c5e-82c0-0e7ac9486323,VST-0025,Aqua Vest & Tie Set,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",aqua-vest-and-tie-set,active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,10,Ready,2025-08-13T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Gallery (Populated),Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,aqua vest and tie set,2025-08-13 00:00:00+00:00
7583d28a-d0d6-4342-b085-cab904a71556,ACC-001,Black Suspender Bow Tie Set,Accessories,Premium accessories for formal occasions,black-suspender-bow-tie-set,active,0,$,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/black-model.png,0,Missing,2025-08-12T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/black-model.png,1,Gallery (Populated),Black Suspender Bow Tie Set | KCT Menswear,Shop black suspender bow tie set from KCT Menswear. Fast shipping. Quality tailoring.,"black suspender bow tie set, accessories, kct menswear, mens suits, wedding suits","black, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/black-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-suspender-bowtie-set/black-model.png,black suspender bow tie set,2025-08-12 00:00:00+00:00
ff260f9f-ee70-417c-a368-b809b159f2ac,TUX-004,Black Three Piece Tuxedo With Satin Shawl Lapel,Tuxedos,"Premium slim fit tuxedo with satin Shawl lapel - Perfect for weddings, proms, and black-tie events",black-three-piece-tuxedo-with-satin-shawl-lapel,active,38500,$385.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/batch_3/mens-tuxedos_mens-classic-black-three-piece-tuxedo-with-satin-shawl-lapel_1.0.png,21,Ready,2025-08-13T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/batch_3/mens-tuxedos_mens-classic-black-three-piece-tuxedo-with-satin-shawl-lapel_1.0.png,1,Gallery (Populated),Black Three Piece Tuxedo With Satin Shawl Lapel | KCT Menswear,Shop black three piece tuxedo with satin shawl lapel from KCT Menswear. Fast shipping. Quality tailoring.,"black three piece tuxedo with satin shawl lapel, tuxedos, kct menswear, mens suits, wedding suits","black, tuxedo, formal, business, satin, premium, summer",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/batch_3/mens-tuxedos_mens-classic-black-three-piece-tuxedo-with-satin-shawl-lapel_1.0.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/batch_3/mens-tuxedos_mens-classic-black-three-piece-tuxedo-with-satin-shawl-lapel_1.0.png,black three piece tuxedo with satin shawl lapel,2025-08-13 00:00:00+00:00
d6a2d07c-823b-4fd0-90e5-dd7670b8e754,VEST-003,Blue Carolina Vest & Tie Set,Vest & Tie Sets,Premium vest and tie set for formal occasions,blue-carolina-vest-and-tie-set,active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_carolina-blue-vest-and-tie-set_1.0.jpg,8,Ready,2025-08-12T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_carolina-blue-vest-and-tie-set_1.0.jpg,1,Gallery (Populated),Blue Carolina Vest And Tie Set | KCT Menswear,Shop blue carolina vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"blue carolina vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","blue, vest-tie-set, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_carolina-blue-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_carolina-blue-vest-and-tie-set_1.0.jpg,blue carolina vest and tie set,2025-08-12 00:00:00+00:00
fa2f80cb-d095-44fd-8777-422c37cb5327,VST-0009,Blue French Vest & Tie Set,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",blue-french-vest-and-tie-set,active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_french-blue-vest-and-tie-set_1.0.jpg,10,Ready,2025-08-13T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_french-blue-vest-and-tie-set_1.0.jpg,1,Gallery (Populated),Blue French Vest And Tie Set | KCT Menswear,Shop blue french vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"blue french vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","blue, vest-tie-set, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_french-blue-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/nan_french-blue-vest-and-tie-set_1.0.jpg,blue french vest and tie set,2025-08-13 00:00:00+00:00
554be880-23ea-4deb-a3a2-74a506dcfc1b,SUS-0002,Blue Light Suspender Bow Tie Set,Accessories,Premium suspender and bow tie set for formal occasions,blue-light-suspender-bow-tie-set,active,0,$,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_light-blue-suspender-bow-tie-set_1.0.jpg,0,Missing,2025-08-13T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_light-blue-suspender-bow-tie-set_1.0.jpg,1,Gallery (Populated),Blue Light Suspender Bow Tie Set | KCT Menswear,Shop blue light suspender bow tie set from KCT Menswear. Fast shipping. Quality tailoring.,"blue light suspender bow tie set, accessories, kct menswear, mens suits, wedding suits","blue, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_light-blue-suspender-bow-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_light-blue-suspender-bow-tie-set_1.0.jpg,blue light suspender bow tie set,2025-08-13 00:00:00+00:00
19c42efe-b968-4cc5-901c-c9f9993e0467,VST-0019,Blue Powder Vest & Tie Set,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",blue-powder-vest-and-tie-set,active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_powder-blue-vest-and-tie-set_1.0.jpg,10,Ready,2025-08-13T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_powder-blue-vest-and-tie-set_1.0.jpg,1,Gallery (Populated),Blue Powder Vest And Tie Set | KCT Menswear,Shop blue powder vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"blue powder vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","blue, vest-tie-set, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_powder-blue-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_04/nan_powder-blue-vest-and-tie-set_1.0.jpg,blue powder vest and tie set,2025-08-13 00:00:00+00:00
6b0fd02c-c921-41f1-8ae1-f37ba31faba9,VT-BLUSH-SET,Blush Vest & Tie Set,Vest & Tie Sets,"Complete blush vest and tie ensemble perfect for formal events, proms, and weddings. This sophisticated set includes a perfectly fitted vest and matching necktie crafted from premium materials for a p",blush-vest-tie-set,active,4999,$49.99,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-model.png,10,Ready,2025-08-04T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-model.png,1,Gallery (Populated),Blush Vest & Tie Set | KCT Menswear,Shop blush vest & tie set from KCT Menswear. Fast shipping. Quality tailoring.,"blush vest & tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-model.png,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/main-solid-vest-tie/blush-model.png,blush vest and tie set,2025-08-04 00:00:00+00:00
76900ac8-247d-4054-8dca-c985cf537b73,SHOE-002,Brown Chelsea Boots,Shoes,Premium dress shoes for formal events,brown-chelsea-boots,active,16500,$165.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/boots_brown-chelsea-boots_1.0.jpg,11,Ready,2025-08-12T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/boots_brown-chelsea-boots_1.0.jpg,1,Gallery (Populated),Brown Chelsea Boots | KCT Menswear,Shop brown chelsea boots from KCT Menswear. Fast shipping. Quality tailoring.,"brown chelsea boots, shoes, kct menswear, mens suits, wedding suits","brown, premium, summer",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/boots_brown-chelsea-boots_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/batch_1/boots_brown-chelsea-boots_1.0.jpg,brown chelsea boots,2025-08-12 00:00:00+00:00
4a5392f3-7cbb-464d-8ac8-c54561842fec,VST-0003,Brown Chocolate Vest & Tie Set,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",brown-chocolate-vest-and-tie-set,active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/nan_chocolate-brown-vest-and-tie-set_1.0.jpg,10,Ready,2025-08-13T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/nan_chocolate-brown-vest-and-tie-set_1.0.jpg,1,Gallery (Populated),Brown Chocolate Vest And Tie Set | KCT Menswear,Shop brown chocolate vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"brown chocolate vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","brown, vest-tie-set, premium, summer, bundle",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/nan_chocolate-brown-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/nan_chocolate-brown-vest-and-tie-set_1.0.jpg,brown chocolate vest and tie set,2025-08-13 00:00:00+00:00
6f7dda20-bf92-4b80-bab6-920139091c5e,SUIT-DB-001,Brown Classic Check Double Breasted Suit,Men's Suits,Premium double breasted suit for formal and business occasions,brown-classic-check-double-breasted-suit,active,26500,$265.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_0.webp,21,Ready,2025-08-13T00:00:00.000Z,2025-08-13,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_1.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_2.webp,3,Gallery (Populated),Brown Classic Check Double Breasted Suit | KCT Menswear,Shop brown classic check double breasted suit from KCT Menswear. Fast shipping. Quality tailoring.,"brown classic check double breasted suit, men's suits, kct menswear, mens suits, wedding suits","brown, suit, formal, business, premium, summer",https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_1.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_2.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_0.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_1.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/double_breasted/mens_double_breasted_suit_2021_2.webp,brown classic check double breasted suit,2025-08-13 00:00:00+00:00
